professors_list,ratings_list,subjects_list,difficulty_list,link_list
Fred Kennedy,4.1,Computer Science,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1216204
Nicholas Amato,4.6,Computer Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2426983
Cathy Fitzgerald,3.8,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=20639
Scott Matern,5.0,Biology,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=996790
Rayshell Clapper,4.7,English,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2177804
Shuleen Martin,4.0,Physics,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2374363
Brandon Reyes,4.5,Science,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2494972
Megan Ferrara,4.3,Humanities,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=736997
JoAnn Conrad,1.1,History,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2495607
Kelly Kadi,5.0,English,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2406804
Jeanette Peavler,4.8,Computer Science,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1151164
Nicholas Vasallo,4.8,Music,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2099504
Daniel Seth,3.0,Biology,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2030209
Kelvyn Moran,4.4,English,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2000871
Durrain Ansari-Yan,4.7,Health Science,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2640423
Lisa Margerum,4.0,Biology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2701587
Ian Thomas-Bignami,4.4,English,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1867209
Katherine Galvan,3.8,Biology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2640194
Richard Glaves,4.8,Biology,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2514245
Kevin Schrecengost,3.7,Geology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2603604
Nolan Higdon,4.0,History,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1783667
Commodore St. Germain,5.0,Chemistry,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2744761
Kimberlee Koym,3.3,Film,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2116345
Donna Smith,3.9,Journalism,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=666368
Sahra Bhimji,4.6,Film,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2592279
Damian Arnaiz,3.1,Chemistry,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1775183
Lindsey Lang,4.2,Mathematics,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=688391
Kim Ly,0.0,Computer Science,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2755990
Bret Peppo,4.4,Music,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1065665
Jeffrey Miller,5.0,Geography,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2521400
Christopher Nicholas,3.0,Music,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2756107
Laura Feren,3.8,Psychology,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1283525
Maria Ku,4.5,Business,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1377601
Matthew McLean,4.3,Art,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1818175
Heidi Kolen,3.9,Computer Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2058180
Andrew Morgan,4.5,Communication,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2693122
Amanda Perez,3.0,Psychology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2693596
Harmen Sidhu,5.0,Physical Education,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2715469
Krishna Lamichhane,3.7,Physics,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1822909
Dorian Eidhin,4.7,English,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1974819
Christopher Yen,4.3,Health Science,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2309295
Derek Baure,5.0,Physical Education,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2756808
Emma Rogers,4.0,English,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2430029
Antonia Fannin,4.1,English,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=423558
Ray Faulkenberry,4.7,Psychology,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1862286
Ryan Wallace,4.0,Communication,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2757214
Samantha Francios,3.9,History,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1984176
Mathieu Razavian,3.5,Engineering,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2541207
Joel Matthews,5.0,Construction,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2757309
Mohammed Panahandeh,1.9,Engineering,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=993367
Mohammad Panahandeh,4.0,Engineering,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2688972
Souleymane Gueye,3.5,Economics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1726391
Meetal Shah,2.7,Mathematics,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2277306
Corinne Gray,3.9,Physics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2317039
John Thomas,3.6,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1508082
Kimberly Taugher,4.6,Biology,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=929037
Concetta Gomez,1.7,Mathematics,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2163891
Joseph Lipson,3.1,Chemistry,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1896902
Frank Ortega,3.7,Sociology,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2194925
Blake Jordan,4.1,English,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2260128
Carolyn Warren,3.3,Counseling,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2565173
Binita Sinha,3.2,Geography,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1578980
Eric Moss,4.5,Business,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2228423
Megan Hansen,4.9,English,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2301757
Charles Needham,2.8,Mathematics,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=572521
Evan Large,4.0,Physics,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2206675
Chien-I Chiang,3.8,Physics,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2563261
Muhammed Gheith,3.6,Physics,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1900230
Darrol Hughes,4.5,Sociology,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2003133
Ira Feldman,1.4,Mathematics,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=531955
Laura Smyrl,2.5,Addiction Studies,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2366765
Katie Graham,2.5,History,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=13863
Mickey Huff,4.7,Social Science,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2147691
Justin Wembes,5.0,Counseling,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2473951
John Fox,3.0,Sociology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2668147
George Malpass,1.0,Engineering,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2752237
Chalisse Ganzell Forgette,4.1,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1851301
Matt Zebley,4.7,Music,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1968450
Charleen Earley,4.6,Journalism,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2541344
Karen Toloui,3.3,English,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=13866
Ji Yeon Shin,4.3,Geology,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2652897
Godfrey Ramos,4.9,Sociology,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2142289
Kit Newton,4.2,Mathematics,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2619007
Kemi Aladegbami,2.5,Computer Science,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1886316
Abdulrahman Aldubaie,0.0,Biology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2741493
Toby Gloekler,5.0,Administration Of Justice,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2188530
Sandra Gardiner,2.4,English,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2493572
Henry Lantzy,3.5,Mathematics,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1164947
Amanda Montei,4.5,English,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2314435
Anna Levin,4.5,Biology,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=320633
Bill Thomas,3.9,Art,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2072220
Cheryl Davis,4.1,Nutrition,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1977073
Caiqun Yu,4.3,Chemistry,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2640230
Kristina Boynova,4.6,Languages,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2430263
Cailin Mullins,3.4,Physical Ed,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=561460
Caitlin Ensign,4.6,Biology,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2490560
Wayne Larson,4.7,Chemistry,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=178150
Alexander Gash,4.7,Chemistry,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2149579
Mark Messenger,4.7,Fine Arts,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=664720
Christian Morgan,4.2,English,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2175446
Bridget Schaffer,3.5,History,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2212360
Lara Dutto,0.0,Architecture,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2763138
Christopher Danko,2.2,Business,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1515126
Natasha Kleit,3.7,Architecture,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2541405
Jeremy Cloward,4.6,Political Science,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1077011
Debra Moll,5.0,Languages,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2606652
Farooq Ashraf,2.6,Mathematics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2167685
Brandon Ignatowski,3.7,Health Science,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2625875
Loc Hunyh,3.0,Computer Science,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=980776
Eric Freidenreich,3.2,Mathematics,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=44030
John Fogli,4.2,Business,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1142139
J Najarro,3.8,Business,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1298711
Bashir Shah,3.7,Accounting,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2332271
Christopher Rasmussen,3.2,Humanities,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1763150
Don Linstad,2.6,Mathematics,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=652732
Barbara O'Neil,4.0,Film,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2469246
Mehrdad Mohebi,1.9,Physics,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2025639
Julie Walters,4.8,Mathematics,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474231
David Foulds,4.9,Film,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341437
Danielle Defoe,3.9,English,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1773502
Ken Germann,3.6,Business,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1373459
Faramarz Mortezaie,2.9,Computer Science,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1910085
Julia Willsie,4.6,Science,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1774687
Linda Noveroske-Tritten,4.3,Art History,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1833238
Dave Simkin,4.3,Physics,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=559048
Anthony Gonzales,4.6,English,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1898134
Nancy Grabow,4.3,Languages,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=939794
Katy Agnost,4.6,English,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=693656
Richard Giachino,4.3,Film,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2505651
Jason Carrick,3.4,English,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1655305
Brian J. Raymond,4.3,Mathematics,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2201372
Rosy Lomeli,3.4,Counseling & Career Planning,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1827120
Robert Hawkins,4.5,Communication,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2070534
Teresa Saechou,0.0,Nutrition,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2767110
Ron Rusay,2.8,Chemistry,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1173758
John Kropf,4.9,Social Science,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=425079
Albert Ponce,3.8,Political Science,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2199269
Pamela Harrison,5.0,Administration Of Justice,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263494
Maya Yamato,4.5,Science,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2169045
Luis Escobedo-Sierra,4.4,Languages,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2023082
Jeffrey Smith,5.0,Design,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2147599
Eric Zell,4.6,Speech,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1411387
Khrystyn Pamintuan,5.0,Counseling,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2504419
Paula Leon-Bravo,4.1,Mathematics,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2090393
David Zimring,4.0,History,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2024439
Mark Alburger,4.1,Music,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=674977
Manijeh Kashi,3.6,Not Specified,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1661273
Xinyi Lai,3.0,Computer Science,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2290932
Elizabeth Gand,4.4,Art History,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1842629
Emmanuel Akanyirige,1.7,Mathematics,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=74118
Steve Goldenberg,3.6,Science,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=47146
Janet Mason,3.2,Family Studies,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=645823
Elizabeth Keddy,3.9,Science,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2087376
Taylor Oliver,3.7,Psychology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2746652
Shelly Pierson,1.6,Health Science,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2209100
Yasser Moten,4.5,Communication,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2515267
Monique Iles,3.7,English,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2620578
Carmina Quirarte,3.7,History,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2316477
Eric Clanton,4.0,Philosophy,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2197872
Servando Pineda-Carranza,4.3,Mathematics,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2114610
Lynn Knight,2.6,Mathematics,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=333222
Kristen Colchico,3.2,Health Science,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=538555
Ashley Gardini,4.7,Architecture,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2012095
Mathew Munday,5.0,Psychology,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2513273
Natacha Cesar-Davis,3.4,Psychology,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2639723
Paul Pitner,4.6,Psychology,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=76209
Dominic Tardivel,4.3,Mathematics,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2203628
Daniela Johnson-Rongstad,4.9,Communication,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2375523
Ryan Melvin,3.7,Computer Science,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2241447
Katrina Keating,4.0,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=947381
Valerie Greene,4.3,Biology,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1964622
James Hoffmann,4.8,Science,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=44018
Asa Scherer,1.0,Mathematics,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2627604
Joseph Hickey,3.9,Chemistry,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1736736
Anrisa Fannin,0.0,English,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2769540
John Corbally,4.5,History,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1943166
Laura Jones-Hagata,4.7,Psychology,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2549002
Raquel Garcia,2.3,Languages,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2220975
Ji Shin,4.3,Geology,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2617574
Nancy Brown,3.4,Sociology,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1863668
Sheree Lin,3.9,Languages,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1100434
M Jacobson,3.1,History,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=602772
Amy Raymond,4.9,Art History,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1156452
Quan Lam,3.4,Mathematics,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=662353
Melissa Anisko,4.6,Mathematics,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2643184
Alan Haslam,4.6,English,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1867712
Andrea Sorce,4.1,Economics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2424023
Stephen Dove,4.7,Art,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1894088
Parastou Nobari,4.6,Languages,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=932826
Paul Hrycewicz,4.1,Computer Science,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2492080
Lisamarie Russo,4.9,Languages,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2372451
Phillip Williams,2.3,Mathematics,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1858648
Cassandra Sciortino,4.2,Humanities,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2558540
Ciesiolkiewicz Ireneusz,4.3,Architecture,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1953592
Steven Storer,4.7,Communication,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2399073
Laura Lo,3.6,Computer Science,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2214304
Mark Rinker,4.2,Mathematics,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=237655
Megan Moore,4.3,Health Science,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2511683
Nicole Hess-Diestler,4.8,Theater,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=954096
Paul Sasse,4.4,Science,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=292584
Jose Najarro,1.9,Accounting,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2493536
Daniel Cusimano,4.6,Anthropology,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2352428
Erin Palmer,4.1,Chemistry,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2416176
Steve Johnson,2.8,Anthropology,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=800348
Anna Somayeh Sohi,3.8,Mathematics,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1820261
D. Keith Mikolavich,4.3,English,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=511136
Stacey Norman,5.0,Education,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2553538
Juan Villicana,5.0,Science,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2513696
Darrol Hughes,4.4,Social Science,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=44023
Beth McBrien,4.1,Fine Arts,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=526120
Vida Pavesich,3.3,Philosophy,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=609611
Marcos Garcia,3.4,English,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2519312
Janet French-Rafael,2.2,Languages,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1905654
Baishali Maiti,2.8,Mathematics,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1288029
Nooshin Jamasbi,3.5,Mathematics,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1069107
Lauren Eastland,2.8,Anthropology,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2493745
Carlos Bazua,4.2,Anthropology,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2146494
Felicia Perez,4.6,Psychology,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1835001
Marina Crouse,4.5,Languages,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1139739
Keith Callerame,2.5,Physics,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2359920
Adam Perry,4.8,Communication,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2201798
Ellen Beaulieu,3.6,Chemistry,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1857093
Jean Chiar,3.7,Science,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2306874
Kathy Weber,3.8,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1491096
Charles Shackett,2.8,English,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=379312
Danielle De Foe,2.4,English,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2359338
My Huynh,4.4,Mathematics,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2218743
Peter Willett,3.0,Mathematics,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=48270
Mike Quinn,4.0,Geography,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=292267
Valerie Colber,1.9,Computer Science,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=922819
Samar Abedrabbo,3.9,Biology,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2235666
Sonia Katdare,0.0,Physics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2771470
Patrick Leong,3.3,English,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1045888
Munlok Lum,3.4,Mathematics,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1146536
Gene Khaja,2.7,Computer Science,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=154733
Sam Needham,3.0,Mathematics,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1786418
Yasmin Fathi,3.5,Chemistry,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2435251
Joann Denning,3.8,Graphic Arts,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=283832
Joshua Coito,4.7,English,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2068089
Kenneth White,1.1,Film,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2005562
Carol Rooker,3.9,Biology,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1255443
Achilles Speliotopoulos,3.4,Physics,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1905525
Robert Abele,3.0,Philosophy,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1225849
Craig Gerken,3.3,Chemistry,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=897010
Deborah Fraiser,2.5,Chemistry,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1535639
E Fischer-Mikolavich,4.1,English,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1447991
Lisa Ang,3.9,English,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2240840
Pauline Vinson,3.9,English,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1969653
Jerome Crichton,3.2,Psychology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2359069
Ana-Maria Carbonell,3.2,English,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1231262
Naomi Nezuka,4.8,Languages,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=657723
Ashley Erickson,3.0,Engineering,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2690652
Zahra Asghary,3.4,Mathematics,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2023106
Teresita Saechao,4.5,Nutrition,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1992751
Laura Burns,3.6,Chemistry,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=25522
Seyyed Khandani,4.1,Engineering,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1822359
Erika Wenstrom,4.4,English,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1964413
Eliseo Parra,2.3,Biology,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2642170
Dean Covalt,3.8,Chemistry,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2537963
